idimplantation,usual_name,Vocable,lat,lng,location_granularity,Diocese,nbfact,date_startC_Fact,date_stopC_Fact,DureeSFact,date_startStatut,date_stopStatut,DureeStatut
1682,"Bar-le-Duc, Saint-Pierre",Saint Pierre,48.769105,5.159238,approximative,Toul,4,1315,1782,467,1315,1782,467
1683,"Brixey-aux-Chanoines, Saint-Nicolas",Saint Nicolas,48.4718484,5.7162209,approximative,Toul,4,1260,1699,439,1260,1699,439
1684,"Commercy, Saint-Nicolas",Saint Nicolas,48.7627982,5.5925561,precise,Toul,4,1166,1790,624,1166,1790,624
1685,"Deneuvre, Saint-Georges",Saint Georges,48.444464,6.735326,rue,Toul,4,1301,1761,460,1301,1761,460
1686,"Dieulouard, Saint-Laurent",Saint Laurent,48.841118341,6.0673552751,precise,Toul,8,1030,1800,770,1030,1800,770
1687,"Lafauche, Saint-André",Saint-André,48.29818,5.499651,precise,Toul,2,1402,1800,398,1402,1800,398
1688,"Ligny-en-Barrois, Notre-Dame",Notre-Dame,48.6896865,5.3280306,approximative,Toul,4,1191,1790,599,1191,1790,599
1689,"Liverdun, Saint-Eucaire",Saint-Eucaire,48.7520532,6.06315,precise,Toul,3,1699,1699,0,Inf,1699,NA
1690,"Outremécourt, Notre-Dame-de-La-Mothe",Notre-Dame-de-La-Mothe,48.2132689,5.682316,approximative,Toul,4,1259,1645,386,1259,1645,386
1691,"Nancy, Saint-Georges",Saint Georges,48.6967831,6.1810701,approximative,Toul,5,1339,1742,403,1339,1742,403
1692,"Nesle, Notre-Dame",Notre-Dame,49.757121977,2.9078847169,precise,Noyon,5,1021,1791,770,1021,1790,769
1693,"Péronne, Saint-Fursy",Saint-Fursy,49.929294196,2.9349474796,commune,Noyon,6,1001,1790,789,1001,1790,789
1694,"Péronne, Saint-Léger",Saint Léger,49.933071,2.933353,rue,Noyon,3,1790,1790,0,Inf,1790,NA
1695,"Saint-Quentin, Saint-Quentin-Notre-Dame",Saint-Quentin-Notre-Dame,49.847824547,3.2901799678,precise,Noyon,6,961,1790,829,961,1790,829
1696,"Saint-Quentin, Saint-Pierre-Sainte-Pécinne (ou Piscine)",Saint-Pierre-Sainte-Pécinne (ou Piscine),49.847066,3.2874,rue,Noyon,3,1791,1791,0,Inf,1791,NA
1697,"Lobbes, Saint-Ursmer",Saint Ursmer,50.346517016,4.2659268601,precise,Cambrai,9,973,1409,436,973,1409,436
1698,"Reynel, Notre-Dame",Notre-Dame,48.295071,5.337877,precise,Toul,4,1185,1790,605,1185,1790,605
1699,"Soignies, Saint-Vincent",Saint-Vincent,50.579407921,4.0707939863,precise,Cambrai,7,650.5,1797,1146.5,601,1797,1196
1700,"Sailly, Notre-Dame",Notre-Dame,48.433929,5.272989,precise,Toul,3,1402,1600,198,1402,1650,248
1701,"Saint-Dié-des-Vosges, Saint-Dié",Saint-Dié,48.288975061,6.9511394173,precise,Toul,5,665,1800,1135,660,1800,1140
1702,"Vic-le-Comte, Sainte-Couronne-Saint-Jean-Baptiste",Sainte-Couronne-Saint-Jean-Baptiste,45.643476,3.243412,precise,Clermont,3,1520,1800,280,1520,1800,280
1703,"Vaucouleurs, Notre-Dame",Notre-Dame,48.6028949,5.664724,commune,Toul,4,1266,1790,524,1266,1790,524
1704,"Verdun, Sainte-Croix",Sainte Croix,49.1591548,5.3859838,commune,Verdun,4,1001,1664.5,663.5,1001,1777,776
1705,"Verdun, Sainte-Marie-Madeleine",Sainte Marie-Madeleine,49.15894,5.386757,rue,Verdun,6,760,1800,1040,759,1800,1041
1706,"Amel-sur-l'Etang, Saint-Pierre",Saint Pierre,49.2650798,5.6496326,precise,Verdun,6,959,1800,841,959,1800,841
1707,"Apremont-la-Forêt, Saint-Nicolas",Saint Nicolas,48.855118,5.639004,rue,Verdun,4,1317,1707,390,1317,1707,390
1708,"Hattonchâtel, Saint-Maur",Saint Maur,48.991984,5.702087,precise,Verdun,4,1328,1707,379,Inf,1707,NA
1709,"Heudicourt-sous-les-Côtes, Sainte-Catherine",Sainte Catherine,48.931824,5.696772,rue,Verdun,4,1311,1790,479,1311,1790,479
1710,"Aalst, Saint-Géry",Saint-Géry,50.937793,4.0409133,rue,Cambrai,4,1495,1797,302,1495,1797,302
1711,"Anderlecht, Saint-Pierre",Saint Pierre,50.8365808,4.308187,rue,Cambrai,3,1077,1797,720,1076,1797,721
1712,"Antwerpen, Notre-Dame",Notre-Dame,51.220425679,4.4015693664,precise,Cambrai,6,1093.5,1800,706.5,1087,1800,713
1713,"Antwerpen, Saint-Michel",Saint Michel,51.215095777,4.3934919507,precise,Cambrai,3,1093.5,1800,706.5,1087,1800,713
1714,"Avesnes-sur-Helpe, Saint-Nicolas",Saint Nicolas,50.118014,3.948163,rue,Cambrai,2,1533,1800,267,1533,1800,267
1715,"Binche, Saint-Ursmer",Saint Ursmer,50.4111339,4.169462,rue,Cambrai,7,973,1797,824,973,1797,824
1716,"Bornem, Notre-Dame",Notre-Dame,51.0995531,4.2403722,rue,Cambrai,6,1055,1120,65,1055,1120,65
1717,"Bruxelles, Saint-Jacques",Saint Jacques,50.85,4.35,rue,Cambrai,6,1182,1800,618,1182,1800,618
1718,"Bruxelles, Sainte-Gudule",Sainte-Gudule,50.847816818,4.3600702285,precise,Cambrai,6,1046,1797,751,1046,1797,751
1719,"Cambrai, Saint-Géry 1",Saint-Géry 1,50.171256734,3.2408380508,commune,Cambrai,7,849,1545,696,849,1545,696
1720,"Cambrai, Sainte-Croix",Sainte Croix,50.173538,3.236633,rue,Cambrai,4,1070,1791,721,1070,1791,721
1721,"Condé-sur-l'Escaut, Notre-Dame",Notre-Dame,50.449435247,3.5918153356,precise,Cambrai,6,1019,1791,772,1019,1791,772
1722,"Crespin, Saint-Landelin",Saint-Landelin,50.421057,3.650729,rue,Cambrai,5,899,1800,901,899,1800,901
1723,"Ename, Notre-Dame",Notre-Dame,50.856770338,3.6332297468,precise,Cambrai,6,980,1800,820,980,1800,820
1724,"Haaltert, Saint-Géry",Saint-Géry,50.901891,4.0055896,precise,Cambrai,7,1046,1800,754,1046,1800,754
1725,"Hautmont, Saint-Pierre",Saint Pierre,50.246997,3.91708,rue,Cambrai,8,900,1800,900,900,1800,900
1726,"Liedekerke, Notre-Dame-Sainte-Trinité",Notre-Dame-Sainte-Trinité,50.86891,4.08729,rue,Cambrai,5,1091,1800,709,1091,1800,709
1727,"Leuze-en-Hainaut, Saint-Pierre",Saint Pierre,50.597079,3.622594,rue,Cambrai,6,1797,1797,0,Inf,1797,NA
1728,"Herentals, Sainte-Waudru",Sainte-Waudru,51.1758167,4.8366364,precise,Cambrai,3,1366,1800,434,1366,1800,434
1729,"Dompierre-sur-Helpe, Vocable inconnu",Vocable inconnu,50.137073459,3.8873264305,precise,Cambrai,5,1024.5,1800,775.5,1023,1800,777
1730,"Lier, Saint-Gommaire",Saint-Gommaire,51.129528,4.5741947,precise,Cambrai,4,1092,1797,705,1092,1797,705
1731,"Liessies, Saint-Lambert",Saint-Lambert,50.117999,4.082614,rue,Cambrai,4,1094,1800,706,1094,1800,706
1732,"Mechelen, Saint-Rombaut",Saint-Rombaut,51.028942759,4.4793266057,precise,Cambrai,7,1000,1800,800,1000,1800,800
1733,"Maroilles, Saint-Humbert",Saint-Humbert,50.134723,3.760574,rue,Cambrai,6,868,1024.5,156.5,868,1025,157
1734,"Maubeuge, Saint-Quentin",Saint Quentin,50.277821844,3.9741110801,commune,Cambrai,6,911,1791,880,911,1791,880
1735,"Meerbeke, Sainte-Berlinde",Sainte-Berlinde,51.12599,3.69423,rue,Cambrai,3,1104,1800,696,1104,1800,696
1736,"Mons, Saint-Germain",Saint Germain,50.453043482,3.949187994,precise,Cambrai,5,958,1797,839,958,1797,839
1737,"Mons, Saint-Pierre",Saint Pierre,50.4542165,3.9566904,rue,Cambrai,6,899,1089,190,899,1089,190
1738,"Mons, Sainte-Waudru",Sainte-Waudru,50.4542165,3.9566904,rue,Cambrai,3,1089,1793,704,1089,1793,704
1739,"Ninove, Notre-Dame",Notre-Dame,50.838052144,4.0211808973,commune,Cambrai,6,1114,1796,682,1114,1796,682
1740,"Saint-Ghislain, Saint-Ghislain",Saint-Ghislain,50.4490864,3.8183635,rue,Cambrai,8,650.5,1797,1146.5,601,1797,1196
1741,"Saint-Saulve, Saint-Saulve",Saint-Saulve,50.370729,3.554938,rue,Cambrai,6,800,1103,303,800,1103,303
1742,"Dendermonde, Sainte-Trinité-Sainte-Christine généralement Notre-Dame",Sainte-Trinité-Sainte-Christine généralement Notre-Dame,51.0254867,4.1019931,rue,Cambrai,4,1101,1797,696,1101,1797,696
1743,"Turnhout, Saint-Pierre",Saint Pierre,51.322803,4.9480279,approximative,Cambrai,4,1398,1797,399,1398,1797,399
1744,"Valenciennes, Notre-Dame-la-Grande",Notre-Dame-la-Grande,50.355308103,3.5261007454,precise,Cambrai,5,1081,1800,719,1081,1800,719
1745,"Valenciennes, Notre-Dame-de-la-Salle",Notre-Dame-de-la-Salle,50.362012803,3.5281562805,commune,Cambrai,11,1192,1800,608,1192,1790,598
1746,"Valenciennes, Saint-Jean-Baptiste",Saint-Jean-Baptiste,50.357113,3.518332,rue,Cambrai,5,979,1800,821,979,1800,821
1747,"Walincourt-Selvigny, Notre-Dame",Notre-Dame,50.069727,3.336967,rue,Cambrai,4,1218,1791,573,1218,1791,573
1748,"Aire-sur-la-Lys, Saint-Pierre",Saint Pierre,50.638757,2.396187,rue,Thérouanne,4,1040,1791,751,1040,1791,751
1749,"Ardres, Notre-Dame-Saint-Omer",Notre-Dame-Saint-Omer,50.853961,1.976552,rue,Thérouanne,5,1144,1800,656,1144,1800,656
1750,"Bergues, Saint-Martin-Saint-Winnoc",Saint-Martin-Saint-Winnoc,50.968519,2.433324,rue,Thérouanne,6,901,1800,899,901,1800,899
1751,"Boulogne-sur-Mer, Notre-Dame",Notre-Dame,50.725231,1.613334,rue,Thérouanne,5,1129,1567,438,1129,1567,438
1752,"Boulogne-sur-Mer, Saint-Wulmar (ou Wulmer)",Saint-Wulmar (ou Wulmer),50.725231,1.613334,rue,Thérouanne,5,1107,1800,693,1107,1800,693
1753,"Cassel, Notre-Dame",Notre-Dame,50.8000619,2.486235,rue,Thérouanne,4,1299,1791,492,1299,1791,492
1754,"Cassel, Saint-Pierre",Saint Pierre,50.801039254,2.4850022792,precise,Thérouanne,5,1070,1791,721,1070,1791,721
1755,"Chocques, Notre-Dame",Notre-Dame,50.539579,2.572459,rue,Thérouanne,5,1090,1800,710,1090,1800,710
1756,"Fauquembergues, Saint-Léger",Saint Léger,50.6007869,2.097718,rue,Thérouanne,3,1242,1800,558,1242,1800,558
1757,"Veurne, Notre-Dame-Sainte-Walburge",Notre-Dame-Sainte-Walburge,51.07323685,2.6614433526,precise,Thérouanne,7,879,1797,918,879,1797,918
1758,"Lestrem, Vocable inconnu",Vocable inconnu,50.612693,2.681962,rue,Thérouanne,5,1220,1800,580,1220,1800,580
1759,"Licques, Notre-Dame",Notre-Dame,50.789414,1.933459,rue,Thérouanne,6,1069,1800,731,1069,1800,731
1760,"Lillers, Notre-Dame-Saint-Omer",Notre-Dame-Saint-Omer,50.564129,2.4806309,rue,Thérouanne,4,1045,1793,748,1045,1793,748
1761,"Lo, Saint-Pierre",Saint Pierre,50.9806703,2.7489727,rue,Thérouanne,4,1100,1800,700,1099,1800,701
1762,"Saint-Omer, Notre-Dame puis Saint-Omer",Notre-Dame puis Saint-Omer,50.747331703,2.2529482841,precise,Thérouanne,8,820,1800,980,820,1800,980
1763,"Saint-Pol-sur-Ternoise, Saint-Sauveur",Saint Sauveur,50.381329,2.336217,rue,Thérouanne,4,1791,1791,0,Inf,1791,NA
1764,"Vieil-Hesdin, Saint-Martin",Saint Martin,50.357625,2.099101,rue,Thérouanne,4,1094,1800,706,1094,1800,706
1765,"Voormezele, Notre-Dame",Notre-Dame,50.8165607,2.875805,precise,Thérouanne,6,1069,1100,31,1069,1100,31
1766,"Ieper, Saint-Martin",Saint Martin,50.8512778,2.8841944,rue,Thérouanne,6,1095,1102,7,1095,1102,7
1767,"Ieper, Saint-Pierre",Saint Pierre,50.8492265,2.8779465,rue,Thérouanne,4,1073,1102,29,1073,1102,29
1768,"Zonnebeke, Notre-Dame",Notre-Dame,50.872755,2.991121,rue,Thérouanne,6,1072,1800,728,1072,1800,728
1769,"Brugge, Notre-Dame",Notre-Dame,51.204651728,3.2245087623,precise,Tournai,5,1091,1797,706,1091,1797,706
1770,"Brugge, Saint-Basile",Saint-Basile,51.2093488,3.2247013,rue,Tournai,2,NA,NA,NA,Inf,-Inf,NA
1771,"Brugge, Notre-Dame-Saint-Donatien puis Saint-Donatien",Notre-Dame-Saint-Donatien puis Saint-Donatien,51.208648,3.2265901,approximative,Tournai,5,864,1800,936,864,1800,936
1772,"Brugge, Saint-Sauveur",Saint Sauveur,51.2093488,3.2247013,rue,Tournai,4,1379,1797,418,1379,1797,418
1773,"Kortrijk, Notre-Dame",Notre-Dame,50.829123614,3.2673597335,precise,Tournai,5,1199,1797,598,1199,1797,598
1774,"Cysoing, Saint-Calixte",Saint Calixte,50.567672,3.215868,rue,Tournai,6,853,1800,947,853,1800,947
1775,"Eine, Saint-Eloi",Saint Eloi,50.868154698,3.622226715,precise,Tournai,4,1200,1797,597,Inf,1797,NA
1776,"Gent, Sainte-Pharaïlde",Sainte-Pharaïlde,51.056604977,3.7213397026,commune,Tournai,6,944,1797,853,944,1797,853
1777,"Harelbeke, Saint-Sauveur",Saint Sauveur,50.856705,3.310675,rue,Tournai,4,1040,1797,757,1040,1797,757
1778,"Kemzeke, Vocable inconnu",Vocable inconnu,51.2062441,4.0756996,rue,Tournai,5,1117,1800,683,1140,1800,660
1779,"Landas, Vocable inconnu",Vocable inconnu,50.473816,3.3008989,rue,Tournai,4,1105,1800,695,1105,1800,695
1780,"Lille, Saint-Pierre",Saint Pierre,50.642112927,3.0622243881,commune,Tournai,5,1040,1791,751,1040,1791,751
1781,"Nevele, Saint-Maurice",Saint Maurice,51.0341667,3.5475,rue,Tournai,6,1084,1145,61,1084,1145,61
1782,"Oudenburg, Notre-Dame",Notre-Dame,51.1836837,3.0068564,rue,Tournai,8,1001,1800,799,1001,1800,799
1783,"Oudenburg, Saint-Pierre",Saint Pierre,51.1836837,3.0068564,rue,Tournai,7,1090,1800,710,1090,1800,710
1784,"Petegem-aan-de-Schelde, Saint-Martin",Saint Martin,50.8333051,3.556078,rue,Tournai,5,1144,1800,656,1144,1800,656
1785,"Phalempin, Saint-Christophe (ou Saint-Barthélemy)",Saint-Christophe (ou Saint-Barthélemy),50.518161,3.017792,rue,Tournai,6,1038,1108,70,1038,1108,70
1786,"Saint-Amand-les-Eaux, Saint-André",Saint-André,50.448979,3.428713,rue,Tournai,4,1004.5,1205.5,201,996,1210,214
1787,"Seclin, Saint-Piat",Saint-Piat,50.545332,3.026566,rue,Tournai,5,1791,1791,0,Inf,1791,NA
1788,"Torhout, Saint-Pierre",Saint Pierre,51.064451,3.098174,rue,Tournai,4,1070,1797,727,1070,1797,727
1789,"Drongen, Notre-Dame",Notre-Dame,51.05048,3.6633,rue,Tournai,5,914,1800,886,914,1800,886
1790,"Saint-Pierre-le-Moûtier, Notre-Dame",Notre-Dame,46.790119,3.117429,rue,Nevers,4,1520,1790,270,1520,1790,270
1791,"Bourbon-Lancy, Notre-Dame",Notre-Dame,46.618576466,3.7742342,precise,Autun,4,1495,1790,295,1495,1790,295
1792,"Montréal, Notre-Dame",Notre-Dame,47.546097629,4.0368132629,precise,Autun,3,1115,1790,675,1115,1790,675
1793,"Beaune, Notre-Dame",Notre-Dame,47.024120035,4.8363528736,precise,Autun,3,1790,1790,0,Inf,1790,NA
1794,"Pont-à-Mousson, Sainte-Croix",Sainte Croix,48.9038898,6.0567106,commune,Toul,4,1266,1790,524,1266,1790,524
1795,"Rouen, Saint-Cande-le-Vieil",Saint-Cande-le-Vieil,49.4385791,1.0955364,approximative,Lisieux,4,1790,1790,0,Inf,1790,NA
1796,"Rouen, Saint-Lô",Saint-Lô,49.442309778,1.0939657688,precise,Rouen,5,1144,1800,656,1144,1800,656
1797,"Rouen, Saint-Gervais",Saint-Gervais,49.449339022,1.0828710794,precise,Rouen,5,1012,1800,788,1012,1800,788
1798,"Chaumont-en-Vexin, Saint-Pierre",Saint Pierre,49.265345798,1.8784303667,commune,Rouen,4,1145,1800,655,1145,1800,655
1799,"Pontoise, Saint-Mellon",Saint-Mellon,49.0496825,2.1010348,approximative,Rouen,3,1790,1790,0,Inf,1790,NA
1800,"Les-Andelys, Notre-Dame",Notre-Dame,49.247364906,1.4227252003,precise,Rouen,5,1790,1790,0,Inf,1790,NA
1801,"Brioude, Saint-Julien",Saint Julien,45.29367326,3.3847734332,precise,Clermont,4,NA,NA,NA,Inf,-Inf,NA
1802,"Aigues-Mortes, Notre-Dame",Notre-Dame,43.567172,4.1925869,precise,Nîmes,3,1537,1800,263,1537,1800,263
1803,"Alès, Saint-Jean",Saint Jean,44.123584365,4.0768409376,precise,Nîmes,5,1472,1694,222,1472,1694,222
1804,"Vauvert, Notre-Dame",Notre-Dame,43.692205,4.2779875888,precise,Nîmes,3,1524,1800,276,1524,1800,276
1805,"Monistrol-sur-Loire, Saint-Marcellin",Saint-Marcellin,45.293611302,4.1710376967,precise,Le Puy,4,1309,1790,481,1309,1790,481
1806,"Montpezat-de-Quercy, Saint-Martin",Saint Martin,44.236567289,1.4796631739,precise,Cahors,5,1323,1790,467,1323,1790,467
1807,"Gray, Saint-Jean-Baptiste-Sainte-Elisabeth",Saint-Jean-Baptiste-Sainte-Elisabeth,47.4461545,5.5920387,approximative,Besançon,4,1319,1790,471,1319,1790,471
1808,"Magny-Cours, Saint-Vincent",Saint-Vincent,46.883895,3.15205,approximative,Nevers,5,900,1000,100,Inf,1100,NA
1809,"Ronse, Saint-Pierre-Saint-Paul puis Saint-Hermès",Saint-Pierre-Saint-Paul puis Saint-Hermès,50.7497709,3.6040642,rue,Cambrai,6,949,1797,848,949,1797,848
1810,"Saint-Samson-de-la-Roque, Saint-Samson",Saint Samson,49.428117256,0.4316458354,precise,Dol,7,537,1800,1263,537,1800,1263
1811,"Montivilliers, Notre-Dame",Notre-Dame,49.54524033,0.1927392481,precise,Rouen,8,683,1800,1117,682,1800,1118
1812,"Saint-Saëns, Saint-Saëns",Saint-Saëns,49.6721478,1.2835545,commune,Rouen,7,650,1800,1150,600,1800,1200
1813,"Saint-Saire, Saint-Saire",Saint-Saire,49.6937431,1.4914456,commune,Rouen,3,850,875,25,Inf,900,NA
1814,"Panilleuse, Notre-Dame",Notre-Dame,49.154427,1.504696,rue,Rouen,3,1000,1100,100,Inf,1200,NA
1815,"Le-Bourg-Dun, Notre-Dame",Notre-Dame,49.864722,0.888028,precise,Rouen,5,1015,1800,785,1015,1800,785
1816,"Fécamp, Sainte-Trinité",Sainte Trinité,49.755422432,0.3816182613,precise,Rouen,8,938,1790,852,938,1790,852
1817,"La-Ferté-Saint-Samson, Saint-Samson",Saint Samson,49.5784101,1.525421,commune,Rouen,6,980,1550,570,980,1600,620
1818,"Aumale, Saint-Martin",Saint Martin,49.775975606,1.7515656654,precise,Rouen,6,1010,1130,120,1010,1130,120
1819,"Auffay, Notre-Dame",Notre-Dame,49.71071295,1.1374251392,commune,Rouen,6,1000,1800,800,1000,1800,800
1820,"Eu, Notre-Dame",Notre-Dame,50.048667,1.419472,precise,Rouen,6,1002,1800,798,1002,1800,798
1821,"Guitry, Saint-Pierre-Saint-Paul",Saint-Pierre-Saint-Paul,49.216139428,1.5503768878,commune,Rouen,5,1020,1800,780,1020,1800,780
1822,"Le-Havre, Sainte-Honorine",Sainte-Honorine,49.503491884,0.1648807158,precise,Rouen,5,1050,1800,750,1000,1800,800
1823,"Brémontier-Merval, Saint-Martin",Saint Martin,49.5024436,1.6105521,commune,Rouen,6,1000,1800,800,1000,1800,800
1824,"Middelburg, Saint-Pierre-Saint-Paul",Saint-Pierre-Saint-Paul,51.2547106,3.4150935,rue,Tournai,3,1470,1800,330,1470,1800,330
1825,"Luynes, Notre-Dame",Notre-Dame,47.384882,0.554293,approximative,Tours,6,1484,1790,306,1484,1790,306
1826,"Neuf-Marché, Saint-Pierre",Saint Pierre,49.423889,1.718333,precise,Rouen,5,1132,1800,668,1132,1800,668
1827,"Saint-Martin-de-Boscherville, Saint-Georges",Saint Georges,49.444235125,0.9644654988,precise,Rouen,6,1053,1800,747,1053,1800,747
1828,"Gournay-en-Bray, Saint-Hildevert",Saint-Hildevert,49.483023476,1.7282947897,precise,Rouen,4,1000,1790,790,1000,1790,790
1829,"Bourg-Achard, Saint-Lô",Saint-Lô,49.354528,0.817917,precise,Rouen,6,1136,1800,664,1136,1800,664
1830,"Sauqueville, Notre-Dame",Notre-Dame,49.858361,1.069089,precise,Rouen,4,1201,1790,589,1201,1790,589
1831,"Rouen, Notre-Dame-la-Ronde",Notre-Dame-la-Ronde,49.4415789,1.0910784,precise,Rouen,5,1257,1791,534,Inf,1790,NA
1832,"Ecouis, Notre-Dame de l'Assomption",Notre-Dame de l'Assomption,49.311054,1.432554,precise,Rouen,6,1313,1790,477,1313,1790,477
1833,"Yvetot, Saint-Jean-Baptiste",Saint-Jean-Baptiste,49.6179384,0.7538866,precise,Rouen,4,1351,1790,439,1351,1790,439
1834,"Rouen, Saint-Sépulcre",Saint-Sépulcre,49.442143,1.0885842,approximative,Rouen,4,1354,1790,436,1354,1790,436
1835,"Saint-Hippolyte, Notre-Dame",Notre-Dame,47.318167,6.806194,precise,Besançon,4,1303,1790,487,1303,1790,487
1836,"Anneville-sur-Scie, Sainte-Catherine-de-Charlemesnil",Sainte-Catherine-de-Charlemesnil,49.8287102,1.0859036,precise,Rouen,5,1402,1770,368,1402,1770,368
1837,"Blainville-Crevon, Saint-Michel",Saint Michel,49.504556,1.298,precise,Rouen,4,1489,1790,301,1489,1790,301
1838,"Angers, Saint-Pierre",Saint Pierre,47.4711449,-0.55195,approximative,Angers,2,1791,1791,0,Inf,1791,NA
1839,"Angers, Saint-Maurille",Saint-Maurille,47.4715512,-0.551247,precise,Angers,3,1791,1791,0,Inf,1790,NA
1840,"Angers, Saint-Jean-Baptiste",Saint-Jean-Baptiste,47.4692131,-0.554417,approximative,Angers,5,595,1800,1205,580,1800,1220
1841,"Angers, Saint-Maimbeuf",Saint-Maimbeuf,47.4710923,-0.550415,approximative,Angers,5,650,1800,1150,640,1800,1160
1842,"Angers, Saint-Martin",Saint Martin,47.4692907,-0.552279,approximative,Angers,4,1012,1790,778,1012,1790,778
1843,"Blaison-Gohier, Saint-Aubin",Saint Aubin,47.3999925,-0.371055,approximative,Angers,4,1020,1790,770,1020,1790,770
1844,"Rillé, Saint-Loup",Saint Loup,47.449722,0.248232,rue,Angers,6,1040,1063,23,1040,1063,23
1845,"Durtal, Notre-Dame",Notre-Dame,47.670898,-0.243812,rue,Angers,4,1059,1800,741,1059,1800,741
1846,"Lyon, Saint-Nizier",Saint-Nizier,45.764856738,4.8338845589,precise,Lyon,19,835,1800,965,830,1800,970
1847,"Bourg-en-Bresse, Notre-Dame",Notre-Dame,46.205824065,5.2276910577,precise,Lyon,10,1515,1790,275,1515,1790,275
1848,"Chavannes-sur-Suran, Saint-Pierre",Saint Pierre,46.263349604,5.4273868833,precise,Lyon,5,1407,1790,383,1407,1790,383
1849,"Cuiseaux, Saint-Thomas-Becket",Saint-Thomas-Becket,46.493748102,5.3894845877,precise,Lyon,6,1426,1800,374,1426,1800,374
1850,"Meximieux, Saint-Apollinaire",Saint Apollinaire,45.905053491,5.1914477348,precise,Lyon,4,1515,1790,275,1515,1790,275
1851,"Pont-de-Vaux, Notre-Dame",Notre-Dame,46.430318517,4.9386173486,precise,Lyon,9,1515,1800,285,1515,1800,285
1852,"Trévoux, Saint-Symphorien",Saint Symphorien,45.940214562,4.7763450179,precise,Lyon,4,1523,1800,277,1523,1800,277
1853,"Varambon, Notre-Dame-Sainte-Anne",Notre-Dame-Sainte-Anne,46.041096555,5.3162375152,precise,Lyon,3,1447,1800,353,1443,1790,347
1854,"Sallanches, Saint-Jacques-le Majeur",Saint Jacques le Majeur,45.937131066,6.6259327716,precise,Genève,3,1389,1800,411,1389,1800,411
1855,"Lyon, Saint-Thomas-Becket-Notre-Dame",Saint-Thomas-Becket-Notre-Dame,45.762237237,4.822594348,precise,Lyon,4,1192,1790,598,1192,1790,598
1856,"Chaudes-Aigues, Notre-Dame",Notre-Dame,44.855129,3.003932,rue,Saint-Flour,4,1355,1800,445,1355,1800,445
1857,"Murat, Notre-Dame-Saint-Martin",Notre-Dame-Saint-Martin,45.1106539,2.86973,rue,Saint-Flour,4,1350,1800,450,1350,1800,450
1858,"Saint-Flour, Notre-Dame",Notre-Dame,45.033026,3.094862,rue,Saint-Flour,4,1323,1800,477,1323,1800,477
1859,"Oradour, Saint-Etienne",Saint Etienne,44.920521,2.934903,precise,Saint-Flour,4,1429,1800,371,1429,1800,371
1860,"Ruynes-en-Margeride, Notre-Dame",Notre-Dame,45.001378,3.223658,precise,Saint-Flour,4,1275,1800,525,1250,1800,550
1861,"Villedieu, Notre-Dame",Notre-Dame,45.000823868,3.0639482589,precise,Saint-Flour,5,1368,1800,432,1368,1800,432
1862,"Le-Puy-en-Velay, Saint-Agrève",Saint-Agrève,45.042768,3.882936,rue,Le Puy,3,1233,1682,449,1233,1682,449
1863,"Le-Puy-en-Velay, Saint-Georges",Saint Georges,45.045813492,3.8864765158,precise,Le Puy,3,1089,1658,569,1089,1658,569
1864,"Retournac, Saint-Jean-Baptiste",Saint-Jean-Baptiste,45.203421085,4.0325837901,precise,Le Puy,4,1446,1790,344,1446,1790,344
1865,"Saint-Paulien, Saint-Georges",Saint Georges,45.134210256,3.8129672625,precise,Le Puy,2,1245,1800,555,1245,1800,555
1866,"Le-Vieil-Baugé, Saint-Symphorien",Saint Symphorien,47.532006,-0.120234,rue,Angers,5,1080,1090,10,1080,1100,20
1867,"Angers, Sainte-Trinité",Sainte Trinité,47.474874,-0.559638,approximative,Angers,4,1062,1790,728,1062,1790,728
